title,release_date,early_access
Kritika Online: Elite Starter Pack,2017-09-28,False
nan,nan,False
Kritika Online: Elite Costume Pack,2017-09-28,False
Train Simulator: Gatwick Express BR Class 460 'Juniper' EMU Add-On,2017-09-28,False
nan,nan,False
Cyberoque,2017-12-22,True
Total War: WARHAMMER II,2017-09-28,False
World of Guns: US Army Guns Pack #1,2017-09-27,False
战术狂想1(Chimera of Tactics 1),2017-09-27,False
Woodlands,2017-09-27,False
Glitch Simulator OST (Soundtrack),2017-09-27,False
Iron Knight,2017-09-27,False
nan,nan,False
Glitch Simulator 2018,2017-09-27,False
The Guild 3,2017-09-26,True
EVE: Valkyrie – Warzone x11 Gold Capsule,2017-09-26,False
Hob,2017-09-26,False
Hob Official Soundtrack (FLAC+MP3),2017-09-26,False
Project Nimbus,2017-09-26,False
RAID: World War II,2017-09-26,False
RAID: World War II Special Edition Upgrade,2017-09-26,False
Crazy Mob,2017-09-26,False
The Surprising Adventures of Munchausen,2017-09-26,False
"Cook, Serve, Delicious! 2!! Original Soundtrack",2017-09-26,False
nan,nan,False
Placement,2017-09-26,False
RAID: World War II Soundtrack,2017-09-26,False
Multiplayer Mini-Golf Game Source Code (Full Project),2017-09-26,False
Fantasy Grounds - Chaotic Creatures (Token Pack),2017-09-26,False
Fantasy Grounds - Lost Library of Thoth (5E),2017-09-26,False
Snake Treasure Chest,2017-10-10,False
Fantasy Grounds - Tome of Beasts Pack 1 (Token Pack),2017-09-26,False
Rocksmith® 2014 Edition – Remastered – Rockin’ Covers Song Pack,2017-09-26,False
Fantasy Grounds - Pathfinder Iconic Portrait Pack (PFRPG),2017-09-26,False
Rocksmith® 2014 Edition – Remastered – Goldfinger - “99 Red Balloons”,2017-09-26,False
Rocksmith® 2014 Edition – Remastered – Seether - “Careless Whisper”,2017-09-26,False
Rocksmith® 2014 Edition – Remastered – Marilyn Manson - “Tainted Love”,2017-09-26,False
Rocksmith® 2014 Edition – Remastered – Halestorm - “Bad Romance”,2017-09-26,False
Temple Escape,2017-09-26,False
nan,nan,False
EVE: Valkyrie – Warzone x5 Gold Capsule,2017-09-26,False
EVE: Valkyrie – Warzone x50 Gold Capsule,2017-09-26,False
Blanco Original Soundtrack,2017-09-18,False
EVE: Valkyrie – Warzone x2 Gold Capsule,2017-09-26,False
EVE: Valkyrie – Warzone Drifter Pack,2017-09-26,False
Pinball FX3 - Marvel Pinball Vengeance and Virtue Pack,2017-09-26,False
Pinball FX3 - Marvel Pinball Original Pack,2017-09-26,False
Pivot Puzzles,2017-09-26,True
Pinball FX3 - Core Collection,2017-09-26,False
Fantasy Grounds - Heroic Characters 17 (Token Pack),2017-09-26,False
Pinball FX3 - Marvel Pinball Avengers Chronicles,2017-09-26,False
Pinball FX3 - Marvel's Women of Power,2017-09-26,False
Pinball FX3 - Star Wars™ Pinball,2017-09-26,False
Pinball FX3 - Star Wars™ Pinball: Heroes Within,2017-09-26,False
Pinball FX3 - Star Wars™ Pinball: The Force Awakens Pack,2017-09-26,False
Pinball FX3,2017-09-26,False
Pinball FX3 - Bethesda® Pinball,2017-09-26,False
Pinball FX3 - Balls of Glory Pinball,2017-09-26,False
Pinball FX3 - Aliens vs Pinball,2017-09-26,False
Pinball FX3 - Iron &amp; Steel Pack,2017-09-26,False
Pinball FX3 - Zen Classics,2017-09-26,False
Pinball FX3 - Marvel Pinball: Heavy Hitters,2017-09-26,False
Pinball FX3 - Marvel Pinball: Cinematic Pack,2017-09-26,False
Pinball FX3 - Marvel Pinball: Marvel Legends Pack,2017-09-26,False
Pinball FX3 - Medieval Pack,2017-09-26,False
Pinball FX3 - Star Wars™ Pinball: Balance of the Force,2017-09-26,False
Retro Dungeons,2017-09-26,False
"BLUE REFLECTION - Sailor Swimsuits set A (Hinako, Sarasa, Mao)",2017-09-26,False
BLUE REFLECTION - Season Pass,2017-09-26,False
"BLUE REFLECTION - Sailor Swimsuits set B (Yuzu, Shihori, Kei)",2017-09-26,False
Pinball FX3 - Sci-Fi Pack,2017-09-26,False
"BLUE REFLECTION - Sailor Swimsuits set C (Lime, Fumio, Chihiro)",2017-09-26,False
"BLUE REFLECTION - Sailor Swimsuits set D (Sanae, Ako, Yuri)",2017-09-26,False
"BLUE REFLECTION - Sailor Swimsuits set E (Rin, Kaori, Rika)",2017-09-26,False
BLUE REFLECTION - Arland Maid Costumes (Yuzuki),2017-09-26,False
BLUE REFLECTION - Arland Maid Costumes (Lime),2017-09-26,False
Magic Potion Destroyer,2017-09-26,False
Hentai,2017-09-23,False
Hex: Origins,2017-09-23,False
MineFight,2017-09-23,False
nan,nan,False
Once upon a time,2017-09-24,False
Project X,2017-09-24,False
Drift (Over) Drive,2017-09-24,False
nan,nan,False
Viewpoints - Radioactive Edition,2017-09-26,False
The jungle,2017-09-25,False
Chromasia,Coming soon,False
Airstrike One,2017-09-25,False
Planet Coaster - Spooky Pack,2017-09-25,False
Fruit Sudoku🍉 3,2017-09-25,False
Fruit Sudoku🍉 2,2017-09-25,False
Fruit Sudoku🍉 4,2017-09-25,False
nan,nan,True
Bloodlines of Prima,2017-09-25,True
Photon Flux,2017-09-25,False
Real ★1942★,2017-09-02,False
Fantasy Grounds - Mythic Monsters #10: Sea Monsters (PFRPG),2017-09-25,False
Crimson Sword Saga: Tactics,2017-09-25,False
Fantasy Grounds - Mythic Monsters #8: Abyssal (PFRPG),2017-09-25,False
Fantasy Grounds - A08: Search for the Tri-Stone (5E),2017-09-25,False
Fantasy Grounds - Islands of Plunder: Scourge of the Steaming Isle (5E),2017-09-25,False
Sentient Noir: the Dark and Dank,2017-09-22,False
nan,nan,False
nan,nan,False
nan,nan,True
Niche - a genetics survival game,2016-09-15,False
Niche - a genetic survival game Soundtrack,2017-09-21,False
"Warhammer 40,000: Space Wolf - Exceptional Card Pack",2017-09-21,False
"Warhammer 40,000: Space Wolf",2017-09-21,False
Pylon: Rogue,2017-09-21,False
Holdfast: Nations At War,2017-09-21,True
Ancient Frontier,2017-09-21,False
Friday the 13th: The Game - Spring Break 1984 Clothing Pack,2017-09-21,False
One Night You're Crazy,2017-09-21,False
Brinko,2017-09-21,False
The Stray,2017-08-21,False
Project CARS 2 Season Pass,2017-09-21,False
nan,nan,False
Zaccaria Pinball - Farfalla 2017 Table,2017-09-21,False
Scarlett's Dungeon,2017-09-22,False
HumanKind: The Awakening,2017-09-21,False
Keyboard Killers,2017-09-21,False
Age of Gladiators II,2017-09-21,False
The Search Soundtrack,2017-09-21,False
Tabletopia - Sub Terra + Expansions,2017-09-21,False
nan,nan,False
DC Universe Online™ - Episode 29: Riddled With Crime,2017-09-21,False
My Factory 我的工厂,2017-09-21,True
SteamWorld Dig 2 OST Feat. El Huervo,2017-09-22,False
Tactics 2: War,2017-09-22,False
OMSI 2 Add-on K-Bergbahn,2017-09-22,False
Mighty Party: Kingsguy Pack,2017-09-22,False
Nation War:Chronicles,2017-10-01,True
Shroom,2017-09-21,False
TS Marketplace: SECR 60FT Birdcage BR Crimson Add-on,2017-09-22,False
LOGistICAL: Norway,2017-09-22,False
TS Marketplace: SECR 60FT Birdcage SR Green Add-On,2017-09-22,False
TS Marketplace: SECR 60FT Birdcage SECR Crimson Lake Add-On,2017-09-22,False
Charlie the Duck,2017-09-22,False
Costumenaut,2017-09-22,False
Onager!,2017-09-22,False
DCS: Spitfire LF Mk IX,2017-09-22,False
Number World Adventure,2017-09-22,False
nan,nan,False
Caligo,2017-09-22,False
Raiders of the Broken Planet - Eternal Soldier Campaign,2017-09-22,False
My Little Worms,2017-09-22,False
nan,nan,True
Raiders of the Broken Planet - Alien Myths Campaign,2017-09-22,False
Smart Junior Academy - Autumn,2017-09-01,False
SteamWorld Dig 2,2017-09-22,False
Achievement Hunter: Dogger,2017-09-22,False
Deep,2017-08-25,False
SpaceShot,2017-09-19,False
nan,nan,False
Idle Champions of the Forgotten Realms - Bruenor's Starter Pack,2017-09-20,False
Idle Champions of the Forgotten Realms - Celeste's Starter Pack,2017-09-20,False
Idle Champions of the Forgotten Realms - Nayeli's Starter Pack,2017-09-20,False
Unbalance,2017-09-20,False
Legion Tale,2017-09-20,False
Fantasy Grounds - Mini-Dungeon #026: Sanctuary of Exsanguination (5E),2017-09-20,False
nan,nan,False
Fantasy Grounds - Mini-Dungeon #023: The Aura of Profit (5E),2017-09-20,False
Autocraft,2017-09-20,False
Miner Ultra Shooter,2017-09-20,False
openCanvas 7,2017-09-20,False
MEG 9: Lost Echoes,2017-09-20,False
Tricolour Lovestory,2017-09-20,False
nan,nan,False
Containment Corps,2017-09-21,True
Fantasy Grounds - 5E Mini-Dungeon #022: Pleasure Den (5E),2017-09-20,False
Dr. Cares - Pet Rescue 911,2017-09-21,False
SnappleNoid,2017-10-10,False
Crossout - The Tramp Pack,2017-09-21,False
Crossout - The Inventor pack,2017-09-21,False
Crossout - Snake Bite Pack,2017-09-21,False
Monster partner,2017-09-21,False
A Plot Story,2017-08-31,False
SPIIIDERS,2017-09-21,False
Trivia Vault: Mini Mixed Trivia 4,2017-09-21,False
Train Simulator: BR Class 419 MLV BEMU Add-On,2017-09-21,False
Blast Out,2017-09-21,True
The Journey Down: Chapter Three,2017-09-21,False
Stellaris: Synthetic Dawn Story Pack,2017-09-21,False
Another Lost Phone: Laura's Story,2017-09-21,False
Steel Division: Normandy 44 - Second Wave,2017-09-21,False
Mystic Melee,2017-09-19,True
nan,nan,False
nan,nan,False
JumpFist,2017-09-19,False
Trivia Vault: Mini Mixed Trivia 3,2017-09-19,False
Zombies Berserk,2017-09-19,True
CHASER,2017-09-20,False
Geometry World,2017-09-19,False
Solenars Edge Rebirth: Nathuz Soundtrack,2017-09-19,False
Story of the Survivor : Prisoner,2017-09-20,False
Project Mercury,2017-09-19,False
BLOKDODGE,2017-09-19,False
The Thing: Space X,2017-09-20,False
NosTale - Fairy Elemental Pack,2017-09-20,False
Chess Ultra: Pantheon game pack,2017-09-20,False
Megatronic Void,2017-09-12,False
Robo-orders,2017-09-21,False
Caves!,2017-09-20,False
Magic and Challenge RPG,2017-09-20,False
Dialogue: A Writer's Story,2017-09-20,False
Guardians of Ember,2017-09-20,False
Surviving in the forest,2017-09-20,False
Guardians of Ember - Deluxe DLC,2017-09-20,False
Guardians of Ember - Ultimate DLC,2017-09-20,False
Morphite,2017-09-20,False
Booty Diver,2017-03-25,False
Supersonic Tank Cats,2017-09-20,True
Goro,2017-09-19,False
Interstellar Invaders,2017-09-20,True
SpaceDweller,2017-09-20,False
Super Hydorah,2017-09-20,False
Pankapu - Episode 2,2017-09-20,False
Outskirts,2017-09-20,False
GUNS UP!,2017-09-20,True
Terroir,2017-09-20,False
Company of Heroes 2 - David Sheldrick Trust Charity Pattern Pack,2017-09-19,False
Football Mogul 18,2017-09-19,False
Rocksmith® 2014 Edition – Remastered – Thrice Song Pack,2017-09-19,False
Rocksmith® 2014 Edition – Remastered – Thrice - “The Artist in the Ambulance”,2017-09-19,False
Rocksmith® 2014 Edition – Remastered – Thrice - “Deadbolt”,2017-09-19,False
Ogre - Deluxe Official Soundtrack,2017-09-19,False
MachiaVillain,Fall 2017,False
SWARMRIDER OMEGA,2017-09-19,False
Rocksmith® 2014 Edition – Remastered – Thrice - “Stare at the Sun”,2017-09-19,False
Amiss 13: the Curse,2017-10-16,False
Chainsaw Warrior - The Official Soundtrack,2017-09-23,False
Simulator hipstera 2k17,2017-10-25,False
VIRUS OF SURVIVORS:LIFE SIMULATOR,2017-09-16,False
Lone Warrior,2017-09-16,False
Crankies Workshop: Whirlbot Assembly,2017-09-16,False
City of Brass,2017-09-17,True
Trivia Vault: Mini Mixed Trivia 2,2017-09-17,False
Brain Machine,2017-09-18,True
Food Mahjong,2017-09-17,False
nan,nan,False
Jigsaw Puzzles,2017-09-17,False
Magic Forest,2017-09-01,False
BLACK DAY,2017-09-18,True
NosTale,2017-09-18,False
Voxelaxy,2017-09-18,False
StockUp,2017-09-08,False
Orb The Ball,2017-09-18,False
Orbs,2017-09-18,False
nan,nan,False
Solenars Edge Rebirth: SqueakyWafflez Soundtrack,2017-09-18,False
Silicon Zeroes,2017-09-18,False
Endless Legend™ - Digital Artbook,2017-09-18,False
Silicon Zeroes - Original Soundtrack,2017-09-18,False
Fell Cargo (eBook) / Art of Man O' War: Corsair,2017-09-18,False
Mr. Dubstep,2017-09-13,False
Res Judicata: Vale of Myth - Add Map Pictures,2017-09-18,False
Level Up,2010-08-17,False
Eddy紫 ~Eddy Violet~ Soundtrack 原声音乐专辑,2017-09-18,False
Galaxy Girls - Dakimakuras,2017-09-15,False
Best Time Kill,2017-09-15,False
Huygens Principle,2017-09-15,False
Jellyfish,2017-09-14,False
Tower Miners,2017-09-15,False
Chaos and the White Robot,2017-09-15,False
nan,nan,True
Alchemage,2017-09-15,True
Kamikaze Cube,2017-09-15,False
Crap Attack,2017-09-15,False
Rise of Man,2017-09-15,True
Somewhere on Zibylon,2017-09-14,False
Swords and Sandals Medieval,2017-09-14,False
nan,nan,False
Microtransaction Simulator,2017-09-14,False
OMEGA PATTERN - OST,2017-09-14,False
Vienna Automobile Society,2017-09-15,False
NBA 2K18,2017-09-14,False
The Hero Project: Redemption Season - The YouPower Project,2017-09-14,False
Divinity: Original Sin 2,2017-09-14,False
Divinity: Original Sin 2 - Divine Ascension,2017-09-14,False
Flight Sim World: Epic Approaches Mission Pack,2017-09-14,False
The First Tree,2017-09-14,False
Grand Academy for Future Villains,2017-09-14,False
Ashes of the Singularity: Escalation - Juggernaut DLC,2017-09-14,False
Fugl,2017-09-14,True
OSES,2017-09-14,False
BAJA: Edge of Control HD,2017-09-14,False
Puzzle Pirates: Dark Seas,2017-09-14,True
nan,nan,False
Train Sim World®: Great Western Express,2017-09-14,False
nan,nan,False
Puzzle Pirates - Eminent Explorer Pack,2017-09-14,False
Puzzle Pirates - Defiant Armada pack,2017-09-14,False
Botlike - a robot's rampage,2017-09-14,True
Botlike - a robot's rampage - Soundtrack,2017-09-14,False
Botlike - a robot's rampage - S.I.R. 9000 skin,2017-09-14,False
NeoBoom,2017-09-14,False
Fantasy Grounds - Slaughter at Splinterfang Gorge (5E),2017-09-14,False
Fantasy Grounds - Feasting at Lanterngeist (5E),2017-09-14,False
Fantasy Grounds - Mythic Monsters #6 - Oozes Too (PFRPG),2017-09-14,False
Fantasy Grounds - 20 Things #17: Goblin Lair,2017-09-14,False
Fantasy Grounds - Feats of Legend: 20 Infernal Feats (PFRPG),2017-09-14,False
Fantasy Grounds - Into the Wintery Gale (PFRPG),2017-09-14,False
nan,nan,True
Space Fighter,2017-09-14,False
Fantasy Strike,2017-09-14,True
Fantasy Strike Original Soundtrack,2017-09-14,False
Red Planet: Survive,2017-09-14,True
Road Redemption: Name A Character,2017-09-11,False
The Witch's Isle,2017-09-14,False
nan,nan,True
Fantasy Grounds - Pathfinder RPG - Ultimate Magic (PFRPG),2017-09-14,False
Bunka no Kenkyu - Revival of Queen Leyak -,2017-09-14,False
nan,nan,False
Fantasya Final Definitiva REMAKE,2017-09-14,False
Crystal City OST,2017-09-14,False
AngerForce: Reloaded,2017-09-14,False
TRYON,2017-09-14,False
Puzzle Pirates - Shadow Fleet pack,2017-09-14,False
NanoScape,2017-09-14,False
HIVESWAP: Act 1,2017-09-14,False
Plexarium,2017-09-14,False
HIVESWAP: Act 1 Original Soundtrack,2017-09-14,False
Hard Rock Zombie Truck,2017-09-14,False
The Battle Of Mahjong,2017-09-15,False
Wallpaper Transformer,2017-09-13,True
"Cook, Serve, Delicious! 2!!",2017-09-13,False
nan,nan,False
The Reckoning Day,SOON,False
Voxel Turf,2017-09-13,False
nan,nan,False
Short Stories Collection of Class Tangerine,2017-09-13,False
Crankies Workshop: Lerpbot Assembly,2017-09-13,False
Ys VIII: Lacrimosa of DANA / イースVIII-Lacrimosa of DANA-,2018,False
Tooth and Tail,2017-09-12,False
Station Generator,2017-09-12,False
B.C.E.,2017-09-12,False
Dragon's Lunch,2017-09-12,False
nan,nan,False
NASCAR Heat 2 - Hot Pass,2017-09-12,False
NASCAR Heat 2,2017-09-12,False
Street Fighter V - 2016 Summer Costume Bundle,2017-09-12,False
Hand of the Gods - Founder's Pack,2017-09-12,False
Achievement Hunter: Darkness 2,2017-09-12,False
Hand of the Gods - Starter Pack,2017-09-12,False
Resurgence,2017-09-12,False
Better Off Tread,2017-09-12,False
The market trader,2017-09-12,True
Mass O' Kyzt,Coming Soon!,False
Captain Backwater,2017-09-12,False
Air Tactical,2017-09-12,False
The Legend of Heroes: Trails of Cold Steel - Sepith Pack,2017-09-12,False
The Legend of Heroes: Trails of Cold Steel - Valuable Healing Items Pack,2017-09-12,False
The Legend of Heroes: Trails of Cold Steel - Monstrous Ingredients Pack,2017-09-12,False
The Legend of Heroes: Trails of Cold Steel - Zeram Powder Pack,2017-09-12,False
The Legend of Heroes: Trails of Cold Steel - Handy Accessories Pack,2017-09-12,False
The Legend of Heroes: Trails of Cold Steel - Zeram Capsule Pack,2017-09-12,False
Station Generator - Early Access Builds,2017-09-12,False
Mana Spark,Early 2018,False
Freshly fried shrimps seemed hot additionally named noth,2017-09-12,False
Underdone,2017-09-12,True
XAOC 罔市援護百寶箱,2017-09-13,False
XAOC 卍芷雲遊百寶箱,2017-09-13,False
Uplands Motel,2017-09-12,False
Blast,2010-11-18,False
The Nightmare from Beyond,2017-09-12,True
nan,nan,True
Ear Buds: The Podcasting Documentary,2017-09-12,False
MineFight Soundtrack Edition,2017-09-12,False
Deadly Animal Duel,2017-09-12,False
Rogue Islands,2017-09-12,False
The Little Ball That Could,2017-09-12,False
Fallalypse,2017-09-15,True
nan,nan,False
DAMN!,2017-09-08,False
Screaming Eagles,2017-09-08,False
The Journey: Bob's Story,2017-09-08,False
Xenocite Clad,Early Spring 2018,False
Ragna Maya,2017-09-08,False
A Hat in Time - Soundtrack,2017-09-08,False
Vulture,2017-09-08,False
GOLDRUSHERS,2017-09-08,False
冒险之路(Adventure Road),2017-09-08,False
VR Racket Ball,Coming soon,False
nan,nan,True
SuperWurfels,2017-09-09,False
Lost with Dinosaurs,2017-09-09,False
FPV Drone Simulator,2017-09-09,True
Forbidden Love,2017-09-11,False
THORNYWAY,2017-09-11,False
Tower Offence!,2017-09-11,False
Dragon Lords: 3D Strategy,2017-01-01,False
Fishing Planet: Mighty Carp Pack,2017-09-11,False
Chicago 1930 : The Prohibition,2004-02-20,False
Z69: Original Soundtrack,2017-08-11,False
Surface: Game of Gods Collector's Edition,2017-09-11,False
Full-On Paintball,2017-09-11,True
Fjong,2017-09-11,False
Fjong - Original Soundtrack,2017-09-11,False
nan,nan,False
Fear Of Nightmares: Madness Descent,2017-09-11,False
Pulses - Crystal Journeys,2017-09-11,False
Transport Defender,2017-09-11,False
Pixel Russia Streets,2017-09-10,False
Hard Minus,2017-09-11,False
Tank Warz!,Q2 2018,False
X-Plane 11 - Add-on: Aerosoft - Airport Dublin V2.0,2017-09-11,False
Until the last,2016-06-24,False
Code World,2017-09-11,False
TOTOBALL,2017-09-11,False
nan,nan,False
Viewpoints - Gold Edition,2017-09-15,False
His Chuunibyou Cannot Be Cured!,2017-09-11,True
Rabi-Ribi - Is the order a DLC?,2017-09-11,False
Matryoshka Strike,2017-09-11,False
Eternal Maze,2017-09-11,False
nan,nan,False
Rush to Adventure,2017-09-11,False
SUDOKU: CHAIN LEVEL PACK,2017-09-04,False
Robots: create AI,2017-09-11,False
Over My Dead Body (For You),2017-09-11,False
TTV2,2017-09-11,False
Sliding Blocks,2017-09-11,False
Water Pipeline,2017-09-11,False
Mustdashe,2017-08-26,True
nan,nan,False
WAKFU - Chaos Pack,2017-09-08,False
Academia : School Simulator,2017-09-08,True
Torn Familjen,2017-09-08,False
Guardian,2017-09-08,False
F-5E: Aggressors Basic Fighter Maneuvers Campaign,2017-09-08,False
Castle Explorer - The Dark Below,2017-09-08,False
PianoBoard Server,2017-09-08,True
Scuffle Scoundrels,2017-05-19,True
ASTA : NEW PURE Server,2017-09-07,False
nan,nan,False
Destination Dungeon: Crypts of Warthallow,2017-09-07,False
9th Dawn Classic - Clunky controls edition,2012-01-01,False
Cosmic Kites,2017-09-07,False
Tokyo Dark,2017-09-07,False
nan,nan,False
Temporal Storm X: Hyperspace Dream,2017-09-01,False
Paladins® - VIP Pack,2017-09-07,False
Defendoooooor!! - Main title,2017-09-07,False
World of Guns: Machine Guns Pack #1,2017-09-09,False
Arma 3 Laws of War,2017-09-07,False
Insidia - Founder's Pack,2017-09-07,False
Insidia,2017-09-07,True
Tooth and Tail - Official Soundtrack,2017-09-07,False
Awakening: The Goblin Kingdom Collector's Edition,2017-09-07,False
Flight Sim World: Piper PA-28R Arrow III Add-On,2017-09-07,False
Chloe and Keith's Wedding,2011-09-13,False
Idle Champions of the Forgotten Realms,2017-09-07,True
Fantasy Grounds - Village Backdrop : Longbridge (5E),2017-09-07,False
Citizen Package DLC,2017-09-07,False
Rise of One,2017-09-07,True
nan,nan,True
Founder's Package DLC,2017-09-07,False
Stash,2017-09-07,False
Fantasy Grounds - Pixies on Parade (5E),2017-09-07,False
Space Waver,2017-09-07,False
Fantasy Grounds - Ultimate Bestiary: Revenge of the Horde (5E),2017-09-07,False
Sidewords,2017-09-07,False
古剑奇谭(GuJian),2010-07-10,False
古剑奇谭二(GuJian2),2013-08-18,False
Wizards:Home,2017-09-06,False
nan,nan,False
Golem Creation Kit Soundtrack,2017-09-07,False
Acorns Above: A World Gone Nuts,2017-09-07,False
Fantasy Grounds - D&amp;D Tomb of Annihilation,2017-09-07,False
Draw Souls,2017-09-08,False
Multiplicity,2017-09-07,False
Beat The Game,2017-09-07,False
MONOPOLY® PLUS,2017-09-07,False
Please Knock on My Door,2017-09-07,False
Please Knock on My Door - Soundtrack,2017-09-07,False
Artania,2017-10-09,False
Z Runaway,2017-09-07,False
Fantasy Grounds - Village Backdrop: Coldwater (5E),2017-09-06,False
Fantasy Grounds - Town Backdrop: Dulwich (5E),2017-09-06,False
Fantasy Grounds - Village Backdrop: White Moon Cove (5E),2017-09-06,False
Fantasy Grounds - B11: Fall of House Rodow (5E),2017-09-06,False
Fantasy Grounds - Shanghai Vampocalypse (Savage Worlds),2017-09-06,False
Fantasy Grounds - Feats of Legend: 20 Celestial Feats (PFRPG),2017-09-06,False
Fantasy Grounds - Feats of Legend: 30 Fey Feats (PFRPG),2017-09-06,False
Fantasy Grounds - Feats of Legend: 20 Undead Feats (PFRPG),2017-09-06,False
Rocksmith® 2014 Edition – Remastered – 3 Doors Down - “Away from the Sun”,2017-09-05,False
Rocksmith® 2014 Edition – Remastered – 3 Doors Down - “Here Without You”,2017-09-05,False
Eight-Minute Empire: Old Europe Map,2017-09-05,False
Dead Hand,2017-08-10,False
Gender Bender,2017-09-04,False
Jumphobia XL,2017-09-04,False
Zenethics Lab : Outbreak,2017-09-04,False
Brickochet,2017-09-04,False
Fantasy Grounds - Slaughter at Splinterfang Gorge (PFRPG),2017-09-06,False
Selenon Rising - Episode 3,TBA 2017,False
Find You,2017-09-04,False
Fantasy Grounds - Feats of Legend: 20 Story Feats (PFRPG),2017-09-06,False
Forest Guardian,2017-09-04,False
Nightork Adventures 2 - Legacy of Chaos,2017-09-04,False
nan,nan,False
Cats Tanks,2017-09-04,False
nan,nan,False
红石遗迹 - Red Obsidian Remnant,2017-09-04,False
Super Lumi Live,2017-09-05,False
Sniper Ghost Warrior 3 - The Sabotage,2017-09-05,False
VEGAS Pro 15 Edit Steam Edition,2017-09-05,False
Solmec: Hollow Planet,2017-09-05,False
Solmec: Among Stars,2017-09-05,False
Solmec: Colony Adrift,2017-09-05,False
Clad in Iron: Gulf of Mexico 1864,2017-09-05,False
Eight-Minute Empire: Mountains,2017-09-05,False
Eight-Minute Empire: Isthmus of Gom Map,2017-09-05,False
Euro Fishing: Manor Farm Lake,2017-09-05,False
Eight-Minute Empire: Archipelago of Azra Map,2017-09-05,False
DEFECTIVE,2017-08-26,False
nan,nan,True
nan,nan,False
Gunducky Industries Soundtrack,2017-08-29,False
Halcyon 6: Lightspeed Edition - Artbook,2017-09-05,False
Loading - Words,2017-09-05,False
nan,nan,False
PolyKat,2017-09-06,False
MAGIX PC Check &amp; Tuning 2018 Steam Edition,2017-09-06,False
The Last Mission,2018-08-06,False
HYPERNOVA: Escape from Hadea,2017-09-06,False
Immersion Chess: Advanced AI,2017-09-06,False
Immersion Chess: Environment - Space,2017-09-06,False
SpaceMerc,2017-09-06,False
VR: Vacate the Room - Extras,2017-09-06,False
Billiards,2008-09-09,False
An Occasional Dream,2017-09-06,False
TS Marketplace: North Jersey Coast &amp; Morristown Lines Scenario Pack 01 Add-On,2017-09-06,False
Euro Fishing: Season Pass,2017-09-05,False
WWII Online,2001-06-06,True
Darkestville Castle,2017-09-21,False
Jane (Character for Occult RERaise),2017-09-05,False
World War II Online - STARTER,2001-06-06,False
European Mystery: The Face of Envy Collector's Edition,2017-09-05,False
Eliza (Character for Occult RERaise),2017-09-05,False
Lindsey (Character for Occult RERaise),2017-09-05,False
World War II Online - PREMIUM,2001-06-06,False
Romina (Character for Occult RERaise),2017-09-05,False
D&amp;D Lords of Waterdeep,2017-09-01,False
D&amp;D Lords of Waterdeep: Skullport expansion,2017-09-01,False
Card City Nights 2,2017-09-01,False
D&amp;D Lords of Waterdeep: Undermountain expansion,2017-09-01,False
The Coma - light and darkness battleground,2017-09-01,False
Madu Maths,2017-09-01,False
Shrug Island - The Meeting,Winter 2018,False
Eggggg - The platform puker,To be announced,False
Deep Ones,2017-09-01,False
The Legend of the Dragonflame High School,2017-09-01,False
Crossroad Mysteries: The Broken Deal,2017-09-01,False
Epitaph,When it is finished,False
Skyraine,2017-09-01,False
Chinomikon,2017-09-01,False
NOISZ,2017-09-18,True
Pix,2017-09-01,True
nan,nan,True
Jobous the alien R,2017-09-02,False
Parkour,2016-05-01,False
Grimtale Island,2017-09-03,True
Toys Gun Fire Boom,2017-09-03,False
CryptoMoneya,2017-09-03,False
Dormant World,2017-09-04,False
Alicia Quatermain: Secrets Of The Lost Treasures,2017-09-01,False
nan,nan,False
Dynamic - DLC,2017-02-18,False
Orn the tiny forest sprite,2017-09-04,True
nan,nan,False
ZAP Master,2017-09-01,False
nan,nan,False
The Mice of Riddle Place: The Incident of Izzy Ramirez,2017-09-01,False
Love Chronicles: The Sword and the Rose,2017-09-01,False
Army Gals - The Poker Game,2017-09-01,False
Hide and Seek - Porkpie Hat,2017-08-31,False
Hide and Seek - Radar Hat,2017-08-31,False
Hide and Seek - Rainbow Umbrella Hat,2017-08-31,False
Hide and Seek - Rice Hat,2017-08-31,False
Hide and Seek - Riot Helmet,2017-08-31,False
Hide and Seek - Santa Hat,2017-08-31,False
Hide and Seek - Sci-fi Helmet,2017-08-31,False
Defendoooooor!!,2017-08-31,False
Hide and Seek - Screw Head,2017-08-31,False
Hide and Seek - Poop Hat,2017-08-31,False
Last Day of June,2017-08-31,False
nan,nan,True
Hide and Seek - Rabbit Ears,2017-08-31,False
Tiny Echo,2017-08-31,False
Tiny Echo Soundtrack,2017-08-31,False
Battlestar Galactica Deadlock,2017-08-31,False
Delirium,2017-08-31,False
BackSlash,2017-08-31,False
nan,nan,False
Life is Strange: Before the Storm DLC - Deluxe Upgrade,2017-08-31,False
The Secret Order 6: Bloodline,2017-08-31,False
Life is Strange: Before the Storm,2017-08-31,False
Wildlife Park Gold Remastered,Aug 2017,False
idleBeer,2017-08-20,False
Supreme Ruler: The Great War DLC,2017-08-31,False
Rolling Along: An Inline Movement,2017-06-09,False
Zaba The Frog,2017-08-18,False
CRYLINE,2017-08-31,False
nan,nan,False
HYPER DRIVE ⚠️ The Insane Gravity Race,2017-08-31,True
nan,nan,False
The Last Birdling - Digital artbook,2017-08-31,False
Necrosphere: Original Soundtrack,2017-08-31,False
